Time,Diff_psi,Upstream_psi,ConfTemp_C,UpstreamTemp_C,DownstreamTemp_C
01/19/2016 02:22:00.376 PM,-0.021325659,9.924035057,25.06470115,24.86896419,24.79542491
01/19/2016 02:22:01.376 PM,-0.020632086,9.934196704,25.04550564,24.87130602,24.80151458
01/19/2016 02:22:02.376 PM,-0.021374048,9.928712641,25.0370781,24.86287538,24.7898036
01/19/2016 02:22:03.376 PM,-0.020374013,9.928390049,25.05533758,24.86662235,24.78652448
01/19/2016 02:22:04.376 PM,-0.02166438,9.920809137,25.05908303,24.88957188,24.79917241
01/19/2016 02:22:05.376 PM,-0.020986937,9.932422448,25.04269647,24.87786308,24.79214582
01/19/2016 02:22:06.376 PM,-0.021148233,9.927422273,25.05065573,24.88020486,24.79214582
01/19/2016 02:22:07.376 PM,-0.020841771,9.932583744,25.0380145,24.88207828,24.80291988
01/19/2016 02:22:08.376 PM,-0.019906254,9.927422273,25.03286427,24.87739472,24.78511913
01/19/2016 02:22:09.376 PM,-0.019228811,9.921293025,25.03520529,24.86521724,24.80432517
01/19/2016 02:22:10.376 PM,-0.01885783,9.930809489,25.05627395,24.87926815,24.80057771
01/19/2016 02:22:11.176 PM,-0.019567533,9.921454321,25.05814667,24.88442004,24.7794977
01/19/2016 02:22:12.376 PM,-0.018728793,9.929519121,25.03380068,24.87271111,24.78137152
01/19/2016 02:22:13.376 PM,-0.019599792,9.922744689,25.04269647,24.87458456,24.79308271
01/19/2016 02:22:14.376 PM,-0.019309459,9.927583569,25.04644202,24.85116592,24.7977671
01/19/2016 02:22:15.376 PM,-0.019180422,9.928551345,25.0618921,24.86615398,24.79870397
01/19/2016 02:22:16.376 PM,-0.019051385,9.927583569,25.04129189,24.87926815,24.80385674
01/19/2016 02:22:17.376 PM,-0.019390107,9.923067281,25.05721031,24.87879979,24.79542491
01/19/2016 02:22:18.176 PM,-0.019148163,9.929841713,25.05346485,24.88301499,24.78839827
01/19/2016 02:22:19.176 PM,-0.019615921,9.925809313,25.0548694,24.87879979,24.82961975
01/19/2016 02:22:20.176 PM,-0.019535273,9.920163953,25.04222828,24.89378698,24.80432517
01/19/2016 02:22:21.176 PM,-0.018890089,9.928067457,25.05346485,24.88676179,24.78839827
01/19/2016 02:22:22.176 PM,-0.01926107,9.925002833,25.05299666,24.88910353,24.7898036
01/19/2016 02:22:23.176 PM,-0.019019126,9.928067457,25.0515921,24.87786308,24.78371378
01/19/2016 02:22:24.376 PM,-0.01887396,9.931293376,25.03239606,24.876458,24.79823554
01/19/2016 02:22:25.376 PM,-0.019035256,9.926938385,25.06048757,24.88348334,24.78043461
01/19/2016 02:22:26.176 PM,-0.01885783,9.929680417,25.04878298,24.86755909,24.78792982
01/19/2016 02:22:27.176 PM,-0.019115904,9.929680417,25.0548694,24.88535674,24.78043461
01/19/2016 02:22:28.176 PM,-0.019325589,9.925325425,25.02724577,24.876458,24.79355115
01/19/2016 02:22:29.376 PM,-0.019099774,9.928551345,25.04503744,24.87364783,24.79870397
01/19/2016 02:22:30.176 PM,-0.019228811,9.924196353,25.02022256,24.89612869,24.78886671
