Time,Diff_psi,Upstream_psi,ConfTemp_C,UpstreamTemp_C,DownstreamTemp_C
01/18/2016 02:12:41.736 PM,-0.030277586,29.53907905,24.84320332,24.89659703,24.76403843
01/18/2016 02:12:42.736 PM,-0.03132601,29.52536889,24.86334375,24.88676179,24.76403843
01/18/2016 02:12:43.736 PM,-0.031696991,29.52294945,24.85631812,24.87879979,24.77106544
01/18/2016 02:12:44.736 PM,-0.031390529,29.52133649,24.8567865,24.86802746,24.76966004
01/18/2016 02:12:45.736 PM,-0.031277621,29.53085295,24.8483556,24.90549539,24.76638078
01/18/2016 02:12:46.736 PM,-0.031051807,29.5289174,24.83898777,24.9012804,24.75888523
01/18/2016 02:12:47.736 PM,-0.030680826,29.52762703,24.87364783,24.89331864,24.75888523
01/18/2016 02:12:48.736 PM,-0.031229233,29.52923999,24.85303945,24.88676179,24.75466893
01/18/2016 02:12:49.736 PM,-0.031164714,29.52569148,24.83196177,24.90549539,24.76216455
01/18/2016 02:12:50.736 PM,-0.030551789,29.53553054,24.85069753,24.88535674,24.76591231
01/18/2016 02:12:51.736 PM,-0.030874381,29.52407852,24.85303945,24.89144526,24.55130521
01/18/2016 02:12:52.736 PM,17.59327708,29.51262651,24.83851937,24.87224275,24.4449028
01/18/2016 02:12:53.736 PM,26.85742515,29.49488395,24.83617738,24.89425532,24.49974755
01/18/2016 02:12:54.736 PM,28.69450582,29.50294875,24.87036929,24.89706536,24.56442808
01/18/2016 02:12:55.736 PM,29.08385821,29.49649691,24.85725488,24.87505292,24.56677141
01/18/2016 02:12:56.736 PM,29.17497431,29.49843246,24.85116592,24.91298863,24.60988665
01/18/2016 02:12:57.736 PM,29.19279752,29.48778692,24.85491298,24.88957188,24.59817094
01/18/2016 02:12:58.736 PM,29.19150715,29.48117379,24.85350783,24.86943256,24.61785317
01/18/2016 02:12:59.736 PM,29.17832927,29.47633491,24.83524058,24.88535674,24.65346655
01/18/2016 02:13:00.736 PM,29.16699016,29.484561,24.85022915,24.88301499,24.62675676
01/18/2016 02:13:01.736 PM,29.15144123,29.47875435,24.85350783,24.88254663,24.67267792
01/18/2016 02:13:02.736 PM,29.1351342,29.36891178,24.8567865,24.88863519,24.64690639
01/18/2016 02:13:03.736 PM,29.11610128,29.32520057,24.84367171,24.876458,24.66518089
01/18/2016 02:13:04.736 PM,29.09340693,29.32552316,24.8516343,24.89378698,24.68158049
01/18/2016 02:13:05.736 PM,29.07709991,29.32842649,24.85022915,24.87271111,24.68486034
01/18/2016 02:13:06.736 PM,29.05414749,29.3197165,24.86802746,24.88816684,24.71203538
01/18/2016 02:13:07.736 PM,29.03363064,29.31697447,24.84460849,24.89847038,24.69188852
01/18/2016 02:13:08.736 PM,29.01690424,29.30649023,24.81744105,24.88488839,24.69657391
01/18/2016 02:13:09.736 PM,28.99396795,29.19455081,24.82774612,24.876458,24.69423122
01/18/2016 02:13:10.736 PM,28.97714478,29.17438882,24.85257107,24.88067321,24.70172779
01/18/2016 02:13:11.736 PM,28.95603114,29.1669692,24.84226653,24.87879979,24.69563683
01/18/2016 02:13:12.736 PM,28.93311098,29.16196902,24.84039296,24.86709072,24.70922424
01/18/2016 02:13:13.736 PM,28.90951337,29.16342069,24.83805098,24.90081206,24.71437798
01/18/2016 02:13:14.736 PM,28.88846425,29.16519494,24.83992456,24.9087737,24.70547603
01/18/2016 02:13:15.736 PM,28.87002812,29.1708403,24.86381213,24.89893872,24.72000018
01/18/2016 02:13:16.736 PM,28.84843058,29.14406517,24.84086135,24.89331864,24.73686638
01/18/2016 02:13:17.736 PM,28.82657498,29.03293223,24.85210269,24.88629344,24.70875571
01/18/2016 02:13:18.736 PM,28.80384837,29.0100282,24.83898777,24.88535674,24.71906315
01/18/2016 02:13:19.736 PM,28.78565418,29.00970561,24.84273493,24.86802746,24.72655933
01/18/2016 02:13:20.736 PM,28.76115332,29.00857654,24.85069753,24.88442004,24.73218138
01/18/2016 02:13:21.736 PM,28.74102358,29.00422155,24.84648205,24.87177438,24.73546088
01/18/2016 02:13:22.736 PM,28.72100675,29.00502803,24.86334375,24.88957188,24.74576774
01/18/2016 02:13:23.736 PM,28.7009254,29.00244729,24.85022915,24.88863519,24.73405538
01/18/2016 02:13:24.736 PM,28.68019886,28.99664063,24.83243017,24.89050857,24.73124438
01/18/2016 02:13:25.736 PM,28.65371406,28.91728301,24.84507688,24.88676179,24.73452388
01/18/2016 02:13:26.736 PM,28.63522954,28.85582924,24.83196177,24.88863519,24.72281125
01/18/2016 02:13:27.736 PM,28.61484173,28.84776444,24.85397622,24.88114157,24.72374827
01/18/2016 02:13:28.736 PM,28.5916635,28.83147354,24.85069753,24.90783704,24.72655933
01/18/2016 02:13:29.736 PM,28.57367899,28.83937704,24.86521724,24.88957188,24.73218138
01/18/2016 02:13:30.736 PM,28.55508157,28.83905445,24.83570898,24.87177438,24.74108283
01/18/2016 02:13:31.736 PM,28.52659669,28.81727949,24.83758258,24.89050857,24.73358688
